hotel_id,place_id,display_name,formatted_address
mum100,ChIJJ5l7pmbP5zsRWqQY1kxQIMo,Hotel AlMadina Palace,"Post Office, 73, Ismail Curtey Rd, near Mandvi, Ajmer, Jamli Mohalla, Pydhonie, Bhuleshwar, Mumbai, Maharashtra 400003, India"
mum101,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),"Mahakali Caves Rd, near Holy Spirit Hospital, Sunder Nagar, Andheri East, Mumbai, Maharashtra 400093, India"
mum102,ChIJZfpX-WrO5zsRakGbcISPeOo,Hotel Ripon Palace,"Ripon House, Sukhlaji Marg, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India"
mum103,ChIJJz3TE8TI5zsRNDFgABcjYDE,Hotel Guest Inn Residency,"L.B.S. Marg, near Maharashtra Weigh Bridge, W, Kurla, Mumbai, Maharashtra 400070, India"
mum104,ChIJ4YLTQKrP5zsR2hJDMvaVBjw,Hotel Heraa International - Grant Road,"C18, First Floor, Wassiamul Building, Maulana Shaukat Ali Road, above Shoe Bazar, Grant Road East, Shapur Baug, Girgaon, Mumbai, Maharashtra 400007, India"
mum105,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,"Gulab Estate, Telephone exchange T2, Airport Rd, near Sakinaka, Saki Naka, Andheri, Mumbai, Maharashtra 400072, India"
mum106,ChIJFVWVNZTR5zsRxYk_7gapAPQ,Hotel Celeste - South Mumbai Hotels / colaba hotels / best mumbai hotels / hotels in Mumbai / Mumbai Hotels,"WR7F+WXG, Cuffe Parade, Mumbai, Maharashtra 400005, India"
mum107,ChIJlTCjch3J5zsRFwXBibCsXu8,Treebo Prince Andheri East,"Hasan Pada Rd, next to Spirit Restaurant, near Marol Naka Metro station, Chimatpada, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum108,ChIJa-FQg_rO5zsRb_BCowBeJjo,Hotel Orient Palace,"299/301, Maulana Shaukat Ali Road, Near Shalimar Talkies, Grant Road East, Khetwadi, Girgaon, Mumbai, Maharashtra 400007, India"
mum109,ChIJI3AzyrbJ5zsRDZaa_RpkM88,Hotel Parle International,"B.N, next to Dinanath Mangeshkar Hall, Agarwal Market, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India"
mum110,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,"Shop no. 5, Marol Maroshi Rd, opposite Seven Hills Hospital, next to Shahana Medical, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum111,ChIJ0WCt7z_O5zsRLOdudUrIey4,"Hotel Amber Palace, Mumbai","253-255, Duncan Rd, beside Union Bank, near Two Tank Police Station, Kamathipura, Mumbai, Maharashtra 400008, India"
mum112,ChIJJyWPKW3O5zsRHBshFZRLJaU,Hotel Kumkum,"165, Lamington Rd, Opposite Minerva Cinema, Grant Road East, Bharat Nagar, Grant Road, Mumbai, Maharashtra 400007, India"
mum113,ChIJf28N3MDR5zsRGZEDWsj_u7Y,Carlton Hotel - Behind Taj Mahal Palace | Colaba,"Florence House, 12, B K Boman Behram Marg, behind Taj Mahal Hotel, Apollo Bandar, Colaba, Mumbai, Maharashtra 400039, India"
mum114,ChIJmycBhhDI5zsRkg0djY0KUJM,Zostel Mumbai,"Karotra Niwas School, off Military Road, near Prime Academy, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum115,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,"292 298, MS Ali Road Near Shalimar Cinema, Grant Road East, Bharat Nagar, Grant Road, Mumbai, Maharashtra 400007, India"
mum116,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,"1st Flr, opp. National Sarvodaya School, near Golf Club, Chembur Camp, Indira Nagar, Chembur, Mumbai, Maharashtra 400075, India"
mum117,ChIJwQ4Ch8TR5zsR5_bW33z73iU,HOTEL SHABANA | Colaba | Mumbai,"2nd Floor, Metro House, 12/A, Colaba Causeway, opposite Hotel Majestic Building, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
mum118,ChIJm6Saki3I5zsRSnfjberFnEI,Hotel Regal Inn,"Chhatrapati Shivaji Maharaj Int'l Airport Rd, Mahatma Kabir Nagar, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India"
mum119,ChIJ57L73w3I5zsRT5wg3qnBt90,Treebo Blue Moon - Hotel in Mumbai,"Shah Industrial Estate, Saki Vihar Rd, opposite to Huntsman Building, Ganesh Nagar, Marol, Andheri East, Mumbai, Maharashtra 400072, India"
mum120,ChIJ8R9bnznI5zsRitlU1VTT5Hg,Backpackers Villa Mumbai,"186, New Link Rd, Shaheed Bhagat Singh Society, S B Singh Colony, New Andheri, Andheri East, Mumbai, Maharashtra 400059, India"
mum121,ChIJb0ytzTzJ5zsRJX90GrJoof0,Hotel Golden Plaza,"7, National Library Rd, opposite Railway Station, Bandra West, Mumbai, Maharashtra 400050, India"
mum122,ChIJc4OzwhDO5zsRXvnuQPYIwA8,Hotel Girgaon Palace,"47-F, Charni Road, near Majestic Building, Khotachiwadi, East, Girgaon, Mumbai, Maharashtra 400004, India"
mum123,ChIJc8dPCFfO5zsRPCMfMrzvixs,Pals Hotel Parel,"GD Ambekar Marg, Cotton Green West, Kalachowki, Abhyudaya Nagar, Parel, Mumbai, Maharashtra 400033, India"
mum124,ChIJ__-vvyC25zsRevagCXO1PoE,Hotel Ariana Residency,"JP Rd, opposite Apna Bazar Road, Dhake Colony, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053, India"
