hotel_name,hotel_id,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,price_range,latitude,longitude,hotel_type,room_types,data_quality_score,star_rating_clean,has_coordinates,amenity_free_wifi,amenity_air_conditioning,amenity_24_7_front_desk,amenity_spa,amenity_pool,amenity_gym,amenity_restaurant,amenity_room_service,amenity_business_center,amenity_meeting_rooms,amenity_bar,amenity_swimming_pool,amenity_parking,amenity_travel_desk,amenity_airport_shuttle,amenity_conference_hall,amenity_valet_parking,total_amenities_count
The Zuri Whitefield,2485,4.3,Excellent,662.0,5.0,Whitefield,Unknown,-1.0,6501.0,780.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAYBAACH HOTELS,1535,4.1,Very Good,79.0,3.0,Marathahalli,Unknown,-1.0,2820.0,660.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regenta Place Bangalore by Royal Orchid Hotels Limited,2754,3.5,Very Good,923.0,4.0,Shivaji Nagar ,MG Road,2.2,2848.0,342.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icon Business Hotel by Bhagini,3185,3.6,Very Good,1024.0,3.0,HAL old airport road,Unknown,-1.0,2300.0,465.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterlings Mac Hotel & Suites,1804,4.1,Very Good,732.0,5.0,HAL old airport road,Unknown,-1.0,6768.0,1368.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexstay Kites Inn,3781,4.3,Excellent,36.0,3.0,Hosur road,Unknown,-1.0,2799.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Leela Palace Bengaluru,3779,4.5,Excellent,1048.0,5.0,HAL old airport road,Unknown,-1.0,16500.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omatra Infantry Road | Rooms in a Homestay,3570,3.8,Very Good,319.0,-1.0,Infantry Road ,MG Road,1.4,2098.0,554.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloom Hotel HSR Layout Sector 3,2531,3.9,Very Good,24.0,3.0,HSR Layout,Unknown,-1.0,5500.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOOR EMPIRE INTERNATIONAL,978,3.7,Very Good,1552.0,3.0,Koramangala,Unknown,-1.0,2776.0,752.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attide Biz,1033,3.5,Very Good,468.0,3.0,Hebbal,Unknown,-1.0,2835.0,693.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stayhome Classic,2752,4.3,Excellent,285.0,-1.0,Bilekahalli,Unknown,-1.0,2345.0,642.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoubleTree Suites by Hilton,1323,4.3,Excellent,849.0,5.0,Outer Ring Road,Unknown,-1.0,9500.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloomrooms @ Indiranagar,1028,4.1,Very Good,874.0,3.0,Indiranagar,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RG Royal Hotel,1236,4.2,Very Good,875.0,4.0,Yeshwanthpur,Unknown,-1.0,3666.0,741.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Seasons Hotel Bengaluru at Embassy One,1865,4.8,Excellent,302.0,5.0,Ganganagar ,Palace Grounds,0.99,14875.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramee Strand inn,829,3.0,Good,348.0,3.0,Hosur road,Unknown,-1.0,1505.0,396.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shravanthi Sarovar Portico JP Nagar,1085,3.6,Very Good,139.0,4.0,Outer Ring Road,Unknown,-1.0,3977.0,804.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vivanta Bengaluru, Whitefield",1946,4.3,Excellent,959.0,5.0,Whitefield,Unknown,-1.0,7500.0,692.5,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melange Astris
Like a 3",3946,4.1,Very Good,1006.0,-1.0,Richmond road ,Cubbon Park,2.5,4300.0,969.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octave Church Inn,2329,3.5,Very Good,712.0,3.0,Church Street ,MG Road,0.094,1669.0,337.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastiff Infantry Bengaluru,1570,4.0,Very Good,221.0,3.0,Infantry Road ,MG Road,1.8,1865.0,569.0,Bangalore,Karnataka,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taj Club House, Chennai",3636,4.3,Excellent,2000.0,5.0,Royapettah,Unknown,-1.0,6390.0,767.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Park Chennai,995,3.7,Very Good,8366.0,5.0,Near US Consulate,Unknown,-1.0,7198.0,2167.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taj Fisherman's Cove Resort & Spa, Chennai",3545,4.3,Excellent,1856.0,5.0,Covelong ,city centre,36.3,12555.0,2260.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Savera,3408,4.0,Very Good,7458.0,4.0,Mylapore,Unknown,-1.0,4612.0,1091.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibis Chennai OMR - An Accor Brand,101,4.1,Very Good,2545.0,4.0,Sholinganallur,Unknown,-1.0,3345.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taj Coromandel, Chennai",2958,4.5,Excellent,784.0,5.0,Near US Consulate,Unknown,-1.0,11200.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtyard by Marriott Chennai,4271,4.2,Very Good,1208.0,4.0,Mount road,Unknown,-1.0,7500.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radisson Blu Hotel Chennai City Centre,844,4.3,Excellent,3991.0,5.0,Egmore,Unknown,-1.0,9443.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRST INN HOTELS,1150,3.8,Very Good,214.0,-1.0,Perungudi,Unknown,-1.0,2907.0,594.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibis Chennai City Centre - An Accor Brand,2183,3.9,Very Good,2213.0,3.0,Mount road ,Thousand Lights Mosque,0.54,5299.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohaan Inns - UPAR Ashok Nagar,1721,4.1,Very Good,179.0,-1.0,Ashok Nagar ,Chennai Airport,9.4,1771.0,495.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vivanta Chennai, IT Expressway",1499,4.4,Excellent,1601.0,5.0,Sholinganallur,Unknown,-1.0,7360.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taj Connemara, Chennai",241,4.5,Excellent,1215.0,5.0,Chennai,Unknown,-1.0,7600.0,1368.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Points by Sheraton Chennai OMR,3097,4.1,Very Good,2314.0,4.0,Sholinganallur,Unknown,-1.0,5859.0,1197.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramada Plaza by Wyndham,2461,4.5,Excellent,3185.0,5.0,Saidapet ,Chennai Airport,7.6,7533.0,2554.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citadines OMRChennai,2677,4.4,Excellent,1714.0,5.0,Sholinganallur,Unknown,-1.0,11340.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Leela Palace Chennai,9,4.5,Excellent,1261.0,5.0,Raja Annamalai Puram,Unknown,-1.0,10800.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Raintree, Annasalai",1692,4.4,Excellent,2376.0,5.0,Mount road,Unknown,-1.0,7299.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hablis,2267,4.2,Very Good,4529.0,4.0,Mount road ,Chennai Airport,5.9,5271.0,1124.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novotel Chennai Chamiers Road,2493,4.3,Excellent,1002.0,5.0,Nandanam,Unknown,-1.0,7391.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Residency,1624,4.2,Very Good,1714.0,4.0,T Nagar,Unknown,-1.0,5336.0,1455.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Residency Towers,1475,4.3,Excellent,1151.0,5.0,T Nagar,Unknown,-1.0,6696.0,1826.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novotel Chennai OMR - An Accor Brand,1645,4.3,Excellent,1001.0,5.0,Sholinganallur,Unknown,-1.0,6134.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Southern Comfort ( Chennai Airport ),1863,3.6,Very Good,2962.0,3.0,Chennai Airport ,Chennai Airport,1.3,2870.0,757.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemon Tree Hotel Chennai,3765,3.6,Very Good,3059.0,4.0,Saidapet ,Chennai Airport,7.8,2487.0,903.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pride Hotel Chennai,583,3.6,Very Good,1911.0,4.0,Kilpauk,Unknown,-1.0,3399.0,408.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ginger Chennai, Vadapalani",2772,3.5,Very Good,2282.0,3.0,Vadapalani,Unknown,-1.0,2699.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPAR Nungambakkam,2847,4.1,Very Good,281.0,-1.0,Nungambakkam,Unknown,-1.0,2716.0,633.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginger Chennai,2291,3.5,Very Good,2071.0,3.0,Tharamani,Unknown,-1.0,3299.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holiday Inn Express Chennai OMR Thoraipakkam,3485,3.5,Very Good,2087.0,4.0,Thoraipakkam,Unknown,-1.0,3680.0,480.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raj Park Chennai,417,3.6,Very Good,1158.0,4.0,Teynampet,Unknown,-1.0,3953.0,935.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UPAR Uthandi, ECR
Like a 3",765,3.6,Very Good,94.0,-1.0,East Coast Road (ECR),Unknown,-1.0,1317.0,397.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Abu Palace,502,3.4,Good,1592.0,4.0,Purasawalkam ,Chennai Egmore Railway Station,0.92,2947.0,789.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramada Chennai Egmore,2779,3.9,Very Good,4600.0,4.0,Egmore,Unknown,-1.0,4557.0,1078.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyatt Regency Chennai,839,4.1,Very Good,1152.0,5.0,Teynampet,Unknown,-1.0,7499.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lemon Tree Hotel, Shimona, Chennai",1489,4.0,Very Good,1288.0,4.0,Manapakkam ,Chennai Airport,9.0,2819.0,1115.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trident Chennai,2175,4.5,Excellent,1140.0,5.0,Chennai Airport ,Chennai Airport,3.0,12750.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holiday Inn Chennai OMR IT Expressway,2408,4.2,Very Good,1676.0,5.0,Thiruvanmiyur,Unknown,-1.0,7499.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibis Chennai SIPCOT - An Accor Brand,3908,4.0,Very Good,1479.0,3.0,Egatoor ,city centre,31.2,3299.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Accord Metropolitan,3648,4.1,Very Good,2220.0,5.0,T Nagar,Unknown,-1.0,6500.0,1957.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park Hyatt Chennai,430,4.5,Excellent,525.0,5.0,Guindy ,Chennai Airport,7.8,9000.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO Home Fantasea Uthandi Near Juhu Beach,1403,1.9,Poor,7.0,-1.0,Uthandi,Unknown,-1.0,769.0,40.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokulam Park Sabari - Siruseri SIPCOT,1911,4.2,Very Good,1271.0,4.0,Navallur,Unknown,-1.0,5719.0,1244.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOULEVARD BY DESIGN HOTEL,3675,4.1,Very Good,821.0,4.0,Velachery ,Chennai Airport,8.7,4860.0,1026.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield by Marriott Chennai OMR,3083,4.2,Very Good,983.0,4.0,Sholinganallur,Unknown,-1.0,4850.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITC Grand Chola - A Luxury Collection Hotel,1437,4.4,Excellent,2603.0,5.0,Guindy ,Chennai Airport,7.8,12500.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ambassador Pallava,2261,4.0,Very Good,1926.0,4.0,Egmore,Unknown,-1.0,8079.0,2432.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Royal Meridien,3198,3.9,Very Good,1968.0,5.0,Mount road ,Chennai Airport,5.6,9000.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taj Wellington Mews, Chennai",466,4.7,Excellent,327.0,5.0,Tharamani,Unknown,-1.0,10560.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novotel Chennai Sipcot - An Accor Brand,3909,4.3,Excellent,855.0,5.0,Egatoor ,city centre,31.6,8138.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mount Manor,1426,3.4,Good,874.0,3.0,Chennai Airport ,Chennai Airport,3.8,2350.0,634.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Park Chennai,2923,4.2,Very Good,1503.0,5.0,Vadapalani,Unknown,-1.0,6696.0,1368.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Hill central Chennai,3385,3.2,Good,196.0,3.0,T Nagar,Unknown,-1.0,3314.0,677.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venture Park,136,3.5,Very Good,1192.0,3.0,Thoraipakkam,Unknown,-1.0,1315.0,339.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Chennai by GRT Hotels,3042,4.5,Excellent,1535.0,5.0,T Nagar,Unknown,-1.0,8550.0,1710.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Season 4 Residences, Nungambakkam",388,3.7,Very Good,101.0,-1.0,Near US Consulate,Unknown,-1.0,2591.0,620.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginger Chennai OMR,4346,4.5,Excellent,161.0,3.0,Navallur,Unknown,-1.0,2479.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Pandian,2615,3.5,Very Good,2322.0,2.0,Egmore,Unknown,-1.0,1595.0,342.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilton Chennai,30,4.3,Excellent,811.0,5.0,Guindy ,Chennai Airport,8.2,11000.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORTEL,4545,3.5,Very Good,502.0,-1.0,Egmore,Unknown,-1.0,3118.0,703.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Park,3793,3.1,Good,10.0,-1.0,Near Marina Beach,Unknown,-1.0,1351.0,407.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield by Marriott Chennai Mahindra World City,2005,4.2,Very Good,442.0,4.0,Mahindra World City ,city centre,45.7,5533.0,1130.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossway Parklane Airport Hotel,3049,3.2,Good,517.0,3.0,Meenambakkam ,Chennai Airport,2.9,2544.0,574.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Ashok Residency,1445,3.7,Very Good,559.0,3.0,Porur,Unknown,-1.0,4290.0,933.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Greens Gate (Near Central station),2885,3.6,Very Good,1869.0,-1.0,Poongavanapuram,Unknown,-1.0,1887.0,498.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOTEL RANJITH,3700,4.0,Very Good,159.0,3.0,Near US Consulate,Unknown,-1.0,5208.0,1064.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welcomhotel by ITC Hotels, GST Road, Chennai",2998,4.2,Very Good,510.0,5.0,Singaperumal Koil ,city centre,43.6,7200.0,692.5,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regenta Central RS Chennai SIPCOT OMR,80,4.4,Excellent,740.0,4.0,Egatoor ,city centre,31.6,3824.0,459.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRESCENT PARK (near US Consulate Chennai),830,4.1,Very Good,284.0,3.0,Nungambakkam,Unknown,-1.0,2307.0,471.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrisons,473,4.0,Very Good,604.0,3.0,Nungambakkam,Unknown,-1.0,3906.0,798.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGM Beach Resorts (15Kms before Mahabalipuram),2415,3.9,Very Good,2900.0,4.0,Muttukadu ,city centre,31.8,25110.0,7812.0,Chennai,Tamil Nadu,Unknown,18.91982855,77.19652865,Unknown,Unknown,100.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
